TMK,dominant_zone_class,golf_clipped_acres,recorded_area_acres,course_name,expected_taxable,dominant_zone_description,geometry_reproduced_this_run
91136024,R-5,0.012130514629837613,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
91136025,R-5,0.01204671511493117,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
91171018,R-5,0.01202622293846069,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
91171017,R-5,0.011859989315105117,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
94151010,R-5,0.011752535012072516,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
94147121,R-5,0.011740050853046219,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
91171016,R-5,0.0116939379548449,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
91136026,R-5,0.011638959129269242,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
94147119,R-5,0.011587310268009623,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
91171015,R-5,0.01152742312699104,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
45110006,R-5,0.011402669801716421,NA,Bayview,TRUE,R-5 Residential District,TRUE
94158016,R-5,0.011401867287538807,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
42047013,R-5,0.011396200141419413,NA,Unknown,TRUE,R-5 Residential District,TRUE
91171014,R-5,0.011361115466502225,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
94151009,R-5,0.011330129311614775,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
11040032,R-5,0.011303075566134323,NA,Moanalua Golf Club,TRUE,R-5 Residential District,TRUE
94158002,R-5,0.011265206438708776,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
91171013,R-5,0.011194811974215273,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
94147095,R-5,0.0111484568940963,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
94147120,R-5,0.01113899350082797,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
94158007,R-5,0.011106478459071326,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
91171012,R-5,0.011028599248942443,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
94147096,R-5,0.011000646977957973,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
94151008,R-5,0.010906360410311833,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
94147097,R-5,0.010873049938387608,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
91171011,R-5,0.010862258154466967,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
91147063,R-5,0.010785433757160044,NA,Hoakalei Country Club,TRUE,R-5 Residential District,TRUE
94158006,R-5,0.010755226125355483,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
94147098,R-5,0.010740380453982247,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
91171010,R-5,0.0106962535483968,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
94147099,R-5,0.010593959925270027,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
91171009,R-5,0.01053001096635295,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
94151007,R-5,0.010490160870614926,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
94147100,R-5,0.010447626345174994,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
91167017,R-5,0.010432638269136704,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
91171008,R-5,0.010363969369332341,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
94147101,R-5,0.010314371877388283,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
91171007,R-5,0.010254165613937915,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
91136027,R-5,0.01024752358611268,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
94147102,R-5,0.010186437165599095,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
94151006,R-5,0.010091356601065032,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
91136094,R-5,0.010063220667190164,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
91038156,R-5,0.010046731336685596,NA,Ewa Beach Golf Club,TRUE,R-5 Residential District,TRUE
94147103,R-5,0.01003800407934845,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
94158088,R-5,0.009988236474506999,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
94147104,R-5,0.009889625887616712,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
94147105,R-5,0.009761424682467474,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
94147106,R-5,0.009631094922625094,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
91167016,R-5,0.009497413614582166,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
94147107,R-5,0.009482634316852662,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
94147108,R-5,0.009335338230091469,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
94147109,R-5,0.00920431750702147,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
94147110,R-5,0.009076786595310849,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
94147094,R-5,0.009016968036309731,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
94147111,R-5,0.00892560454219043,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
94147112,R-5,0.008872219132366979,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
94159010,R-5,0.008340793951587393,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
42080047,R-5,0.0081892010185208,NA,Unknown,TRUE,R-5 Residential District,TRUE
91167015,R-5,0.0081845202631496,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
91171108,R-5,0.008167764884941064,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
42046006,R-5,0.007817722909640598,NA,Unknown,TRUE,R-5 Residential District,TRUE
91167014,R-5,0.007699192680287954,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
91147064,R-5,0.007351725065577508,NA,Hoakalei Country Club,TRUE,R-5 Residential District,TRUE
94147113,R-5,0.007315512363897369,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
42054047,R-5,0.007172128235382253,NA,Unknown,TRUE,R-5 Residential District,TRUE
42080034,R-5,0.0070574259834771365,NA,Unknown,TRUE,R-5 Residential District,TRUE
91038161,R-5,0.007053491212886884,NA,Ewa Beach Golf Club,TRUE,R-5 Residential District,TRUE
39105067,R-5,0.007046441771866405,NA,Championship Course,TRUE,R-5 Residential District,TRUE
11032021,R-5,0.0069115255516337395,NA,Fort Shafter Golf Course,TRUE,R-5 Residential District,TRUE
11032020,R-5,0.0066504668672459554,NA,Fort Shafter Golf Course,TRUE,R-5 Residential District,TRUE
91167018,R-5,0.006566128017810672,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
91038151,R-5,0.006494001358673999,NA,Ewa Beach Golf Club,TRUE,R-5 Residential District,TRUE
11032022,R-5,0.006309609131907186,NA,Fort Shafter Golf Course,TRUE,R-5 Residential District,TRUE
11032023,R-5,0.006091005312711897,NA,Fort Shafter Golf Course,TRUE,R-5 Residential District,TRUE
94159012,R-5,0.005759842681424799,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
91147065,R-5,0.005733742272198195,NA,Hoakalei Country Club,TRUE,R-5 Residential District,TRUE
94158005,R-5,0.00544536020210638,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
11032024,R-5,0.0053437107401491345,NA,Fort Shafter Golf Course,TRUE,R-5 Residential District,TRUE
91171107,R-5,0.005110308847905181,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
42046007,R-5,0.005049567561962095,NA,Unknown,TRUE,R-5 Residential District,TRUE
42047009,R-5,0.004980788663236965,NA,Unknown,TRUE,R-5 Residential District,TRUE
91147066,R-5,0.004725894348047224,NA,Hoakalei Country Club,TRUE,R-5 Residential District,TRUE
94159037,R-5,0.004535382367399399,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
94158090,R-5,0.004091845733327496,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
91147062,R-5,0.00389969925417992,NA,Hoakalei Country Club,TRUE,R-5 Residential District,TRUE
91147138,R-5,0.0037181295117717,NA,Hoakalei Country Club,TRUE,R-5 Residential District,TRUE
94144044,R-5,0.003658543390779954,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
18012001,R-5,0.003612500438087377,0.135,Oʻahu Country Club,TRUE,R-5 Residential District,TRUE
11046014,R-5,0.0035558118588326568,NA,Moanalua Golf Club,TRUE,R-5 Residential District,TRUE
11046012,R-5,0.003464899394440513,NA,Moanalua Golf Club,TRUE,R-5 Residential District,TRUE
11046013,R-5,0.003342200910755621,NA,Moanalua Golf Club,TRUE,R-5 Residential District,TRUE
94159036,R-5,0.0032477856199594817,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
91038162,R-5,0.0032327557683096216,NA,Ewa Beach Golf Club,TRUE,R-5 Residential District,TRUE
91094077,R-5,0.0031656151314070373,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
42080045,R-5,0.0031581166140437537,NA,Unknown,TRUE,R-5 Residential District,TRUE
45110012,R-5,0.0030019245935495676,NA,Bayview,TRUE,R-5 Residential District,TRUE
45110014,R-5,0.002896553651794409,NA,Bayview,TRUE,R-5 Residential District,TRUE
11046006,R-5,0.002895917486429071,NA,Moanalua Golf Club,TRUE,R-5 Residential District,TRUE
11032025,R-5,0.002872003238438304,NA,Fort Shafter Golf Course,TRUE,R-5 Residential District,TRUE
94159084,R-5,0.002858757955787257,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
95028044,R-5,0.0027975603465558827,NA,Mililani Golf Course,TRUE,R-5 Residential District,TRUE
11046007,R-5,0.002783807858383161,NA,Moanalua Golf Club,TRUE,R-5 Residential District,TRUE
11046015,R-5,0.002720492362128095,NA,Moanalua Golf Club,TRUE,R-5 Residential District,TRUE
91147137,R-5,0.0027105856932952343,NA,Hoakalei Country Club,TRUE,R-5 Residential District,TRUE
95028043,R-5,0.0026781188739887925,NA,Mililani Golf Course,TRUE,R-5 Residential District,TRUE
94158073,R-5,0.0025343165221555267,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
94144043,R-5,0.002505613510654053,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
42047014,R-5,0.002463683204184273,NA,Unknown,TRUE,R-5 Residential District,TRUE
91094078,R-5,0.0023318172069665462,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
94050047,R-5,0.0023113578530432797,2.835,Ted Makalena Golf Course,TRUE,R-5 Residential District,TRUE
42047016,R-5,0.002273728321481647,NA,Unknown,TRUE,R-5 Residential District,TRUE
91167021,R-5,0.0022008409569902595,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
45110011,R-5,0.0021094450368748068,NA,Bayview,TRUE,R-5 Residential District,TRUE
11046016,R-5,0.0020535719460509196,NA,Moanalua Golf Club,TRUE,R-5 Residential District,TRUE
91147061,R-5,0.002044499113665227,NA,Hoakalei Country Club,TRUE,R-5 Residential District,TRUE
94142001,R-5,0.0020319759794660682,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
42046008,R-5,0.002005916832262033,NA,Unknown,TRUE,R-5 Residential District,TRUE
94150045,R-5,0.0017445958243270056,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
91167020,R-5,0.0017279548463676713,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
91094079,R-5,0.0017064033418300617,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
91147136,R-5,0.0017030490255678986,NA,Hoakalei Country Club,TRUE,R-5 Residential District,TRUE
94150067,R-5,0.0016715535620717196,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
11046017,R-5,0.0016615757415359915,NA,Moanalua Golf Club,TRUE,R-5 Residential District,TRUE
56002023,R-5,0.0016583358275942444,6.062,Kahuku Golf Course,TRUE,R-5 Residential District,TRUE
91167022,R-5,0.0015985971198524637,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
42080048,R-5,0.0015863708494452914,NA,Unknown,TRUE,R-5 Residential District,TRUE
42054046,R-5,0.0015079652482602559,NA,Unknown,TRUE,R-5 Residential District,TRUE
95028042,R-5,0.0014187948377171109,NA,Mililani Golf Course,TRUE,R-5 Residential District,TRUE
91167019,R-5,0.001378135166344652,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
94150044,R-5,0.0013709123531136225,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
94147093,R-5,0.0013117219403437363,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
42046004,R-5,0.0012497441354095999,NA,Unknown,TRUE,R-5 Residential District,TRUE
94144042,R-5,0.0012447952835591952,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
94159085,R-5,0.0012023062060640746,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
91101020,R-5,0.001182850221746992,NA,Ewa Villages Golf Course,TRUE,R-5 Residential District,TRUE
45110010,R-5,0.0011752190404050484,NA,Bayview,TRUE,R-5 Residential District,TRUE
91147060,R-5,0.0011359526595452446,NA,Hoakalei Country Club,TRUE,R-5 Residential District,TRUE
91094080,R-5,0.0010792918420867428,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
45110013,R-5,0.0010623620033888578,NA,Bayview,TRUE,R-5 Residential District,TRUE
91101016,R-5,0.001027970275806641,NA,Ewa Villages Golf Course,TRUE,R-5 Residential District,TRUE
94159081,R-5,0.0010263758743869994,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
94150046,R-5,9.556523780864929e-4,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
11046018,R-5,9.163844525617766e-4,NA,Moanalua Golf Club,TRUE,R-5 Residential District,TRUE
91101015,R-5,9.066923407230357e-4,NA,Ewa Villages Golf Course,TRUE,R-5 Residential District,TRUE
91101017,R-5,9.020450497162958e-4,NA,Ewa Villages Golf Course,TRUE,R-5 Residential District,TRUE
91101018,R-5,8.995274594741021e-4,NA,Ewa Villages Golf Course,TRUE,R-5 Residential District,TRUE
94159080,R-5,8.808281280676859e-4,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
91101019,R-5,8.33409832444202e-4,NA,Ewa Villages Golf Course,TRUE,R-5 Residential District,TRUE
42046002,R-5,8.247654512584676e-4,NA,Unknown,TRUE,R-5 Residential District,TRUE
94144063,R-5,7.572468370869892e-4,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
94150049,R-5,7.451714568759586e-4,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
42047015,R-5,7.36497203270037e-4,NA,Unknown,TRUE,R-5 Residential District,TRUE
94158004,R-5,7.300603811406432e-4,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
94150048,R-5,7.156539758080341e-4,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
91042027,R-5,7.123744240202114e-4,NA,Ewa Beach Golf Club,TRUE,R-5 Residential District,TRUE
91147135,R-5,6.957423030295632e-4,NA,Hoakalei Country Club,TRUE,R-5 Residential District,TRUE
94150050,R-5,6.879059242766329e-4,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
91042028,R-5,6.716384242922422e-4,NA,Ewa Beach Golf Club,TRUE,R-5 Residential District,TRUE
39094101,R-5,6.688749106004893e-4,NA,Championship Course,TRUE,R-5 Residential District,TRUE
94159088,R-5,6.399209078505831e-4,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
94150051,R-5,6.30300452170235e-4,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
18012046,R-5,6.001292990360062e-4,NA,Oʻahu Country Club,TRUE,R-5 Residential District,TRUE
91162018,R-5,5.844298537155987e-4,3.808,Hoakalei Country Club,TRUE,R-5 Residential District,TRUE
94158003,R-5,5.783082200933763e-4,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
94150052,R-5,5.551916676022929e-4,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
42046013,R-5,5.524361614228381e-4,NA,Unknown,TRUE,R-5 Residential District,TRUE
91101014,R-5,5.422252965012545e-4,NA,Ewa Villages Golf Course,TRUE,R-5 Residential District,TRUE
91101021,R-5,5.073504375923331e-4,NA,Ewa Villages Golf Course,TRUE,R-5 Residential District,TRUE
95028045,R-5,4.8600769937492516e-4,NA,Mililani Golf Course,TRUE,R-5 Residential District,TRUE
94150053,R-5,4.5441135029685337e-4,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
91094081,R-5,4.531476477808529e-4,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
94143022,R-5,4.003650199657361e-4,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
94150054,R-5,3.614504876296746e-4,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
94150055,R-5,3.319437249759285e-4,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
95028041,R-5,3.223150806384119e-4,NA,Mililani Golf Course,TRUE,R-5 Residential District,TRUE
11046019,R-5,3.147155524998936e-4,NA,Moanalua Golf Club,TRUE,R-5 Residential District,TRUE
91082028,R-5,2.948450332354235e-4,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
91069048,R-5,2.587674334671623e-4,3.521,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
91038160,R-5,2.5713070162405004e-4,NA,Ewa Beach Golf Club,TRUE,R-5 Residential District,TRUE
91042026,R-5,2.3399591440049664e-4,NA,Ewa Beach Golf Club,TRUE,R-5 Residential District,TRUE
11046008,R-5,2.3127578158260067e-4,NA,Moanalua Golf Club,TRUE,R-5 Residential District,TRUE
91045097,R-5,2.1714739717824624e-4,NA,Ewa Villages Golf Course,TRUE,R-5 Residential District,TRUE
91147059,R-5,1.8554116703153897e-4,NA,Hoakalei Country Club,TRUE,R-5 Residential District,TRUE
94150047,R-5,1.6467795339601777e-4,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
42048009,R-5,1.638032974755401e-4,NA,Unknown,TRUE,R-5 Residential District,TRUE
91045087,R-5,1.6028776256650978e-4,NA,Ewa Villages Golf Course,TRUE,R-5 Residential District,TRUE
94150056,R-5,1.5899921193371434e-4,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
94144045,R-5,1.5883125885160666e-4,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
94144041,R-5,1.4848785787755615e-4,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
91082027,R-5,1.3717092885067624e-4,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
11046005,R-5,1.3479526827526908e-4,NA,Moanalua Golf Club,TRUE,R-5 Residential District,TRUE
94150065,R-5,1.0901039782103345e-4,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
94143115,R-5,1.0689143365131636e-4,1.025,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
94159033,R-5,8.661036042664434e-5,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
42048012,R-5,5.4055073613202214e-5,NA,Unknown,TRUE,R-5 Residential District,TRUE
91045088,R-5,4.835035729402462e-5,NA,Ewa Villages Golf Course,TRUE,R-5 Residential District,TRUE
91042025,R-5,4.63469970936866e-5,NA,Ewa Beach Golf Club,TRUE,R-5 Residential District,TRUE
94142101,R-5,4.1147702175990784e-5,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
94150057,R-5,3.3006356123788664e-5,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
94144030,R-5,2.5183939650393318e-5,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
91147134,R-5,1.8324047333404644e-5,NA,Hoakalei Country Club,TRUE,R-5 Residential District,TRUE
91094082,R-5,1.576183878242637e-5,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
94143023,R-5,3.963398441332976e-6,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
11046011,R-5,1.979702283298844e-6,NA,Moanalua Golf Club,TRUE,R-5 Residential District,TRUE
91045089,R-5,4.8694801920335006e-8,NA,Ewa Villages Golf Course,TRUE,R-5 Residential District,TRUE
11012033,R-7.5,0.5314515320804124,NA,Moanalua Golf Club,TRUE,R-7.5 Residential District,TRUE
35008026,R-7.5,0.235020448052783,NA,Waiʻalae Country Club,TRUE,R-7.5 Residential District,TRUE
42054002,R-7.5,0.15427662964572428,NA,Unknown,TRUE,R-7.5 Residential District,TRUE
35058031,R-7.5,0.14224079074450532,NA,Waiʻalae Country Club,TRUE,R-7.5 Residential District,TRUE
35058029,R-7.5,0.11084027626135337,NA,Waiʻalae Country Club,TRUE,R-7.5 Residential District,TRUE
35058032,R-7.5,0.09725142205935071,NA,Waiʻalae Country Club,TRUE,R-7.5 Residential District,TRUE
42054001,R-7.5,0.09378818049689443,NA,Unknown,TRUE,R-7.5 Residential District,TRUE
35058030,R-7.5,0.07913965476523559,NA,Waiʻalae Country Club,TRUE,R-7.5 Residential District,TRUE
35008025,R-7.5,0.07862827261324189,NA,Waiʻalae Country Club,TRUE,R-7.5 Residential District,TRUE
42054012,R-7.5,0.07713194534819197,NA,Unknown,TRUE,R-7.5 Residential District,TRUE
35058033,R-7.5,0.07101430374121545,NA,Waiʻalae Country Club,TRUE,R-7.5 Residential District,TRUE
42054091,R-7.5,0.06799764992445408,NA,Unknown,TRUE,R-7.5 Residential District,TRUE
43010082,R-7.5,0.04293166728734321,NA,Unknown,TRUE,R-7.5 Residential District,TRUE
11066014,R-7.5,0.03981396355131273,NA,Honolulu Country Club,TRUE,R-7.5 Residential District,TRUE
95015043,R-7.5,0.033988407661539,NA,Mililani Golf Course,TRUE,R-7.5 Residential District,TRUE
95015016,R-7.5,0.03278755300323648,NA,Mililani Golf Course,TRUE,R-7.5 Residential District,TRUE
11066013,R-7.5,0.030632130146253277,NA,Honolulu Country Club,TRUE,R-7.5 Residential District,TRUE
95015017,R-7.5,0.02885910908798548,NA,Mililani Golf Course,TRUE,R-7.5 Residential District,TRUE
95015027,R-7.5,0.028755035129002925,NA,Mililani Golf Course,TRUE,R-7.5 Residential District,TRUE
11066015,R-7.5,0.023696013678800837,NA,Honolulu Country Club,TRUE,R-7.5 Residential District,TRUE
95015056,R-7.5,0.023650195459031253,0,Mililani Golf Course,TRUE,R-7.5 Residential District,TRUE
42054051,R-7.5,0.021763106387074696,NA,Unknown,TRUE,R-7.5 Residential District,TRUE
42054050,R-7.5,0.021059894106621426,NA,Unknown,TRUE,R-7.5 Residential District,TRUE
42054049,R-7.5,0.018463602571872604,NA,Unknown,TRUE,R-7.5 Residential District,TRUE
95015044,R-7.5,0.016802441631665055,NA,Mililani Golf Course,TRUE,R-7.5 Residential District,TRUE
95015028,R-7.5,0.015588368624885357,NA,Mililani Golf Course,TRUE,R-7.5 Residential District,TRUE
43010072,R-7.5,0.013527548714312753,NA,Unknown,TRUE,R-7.5 Residential District,TRUE
11066032,R-7.5,0.012387446473574565,NA,Honolulu Country Club,TRUE,R-7.5 Residential District,TRUE
35058018,R-7.5,0.01053336349584837,NA,Waiʻalae Country Club,TRUE,R-7.5 Residential District,TRUE
42054011,R-7.5,0.010098688083814275,NA,Unknown,TRUE,R-7.5 Residential District,TRUE
95015015,R-7.5,0.008423878062027783,NA,Mililani Golf Course,TRUE,R-7.5 Residential District,TRUE
95015045,R-7.5,0.007893223254336569,NA,Mililani Golf Course,TRUE,R-7.5 Residential District,TRUE
95015029,R-7.5,0.007541774137399032,NA,Mililani Golf Course,TRUE,R-7.5 Residential District,TRUE
42054052,R-7.5,0.006990091242424216,NA,Unknown,TRUE,R-7.5 Residential District,TRUE
95015042,R-7.5,0.006851191296862098,NA,Mililani Golf Course,TRUE,R-7.5 Residential District,TRUE
35058027,R-7.5,0.006473058330600712,NA,Waiʻalae Country Club,TRUE,R-7.5 Residential District,TRUE
95015036,R-7.5,0.0063812304787262825,NA,Mililani Golf Course,TRUE,R-7.5 Residential District,TRUE
42054048,R-7.5,0.005866416736893664,NA,Unknown,TRUE,R-7.5 Residential District,TRUE
95015014,R-7.5,0.00554947525643636,NA,Mililani Golf Course,TRUE,R-7.5 Residential District,TRUE
45059030,R-7.5,0.004035119029190541,NA,Bayview,TRUE,R-7.5 Residential District,TRUE
95015026,R-7.5,0.003503759779275294,NA,Mililani Golf Course,TRUE,R-7.5 Residential District,TRUE
45029002,R-7.5,0.003306265742635723,NA,Bayview,TRUE,R-7.5 Residential District,TRUE
43010064,R-7.5,0.0031203908491043834,NA,Unknown,TRUE,R-7.5 Residential District,TRUE
95015019,R-7.5,0.0018727802949926662,NA,Mililani Golf Course,TRUE,R-7.5 Residential District,TRUE
95015035,R-7.5,0.001740405529522769,NA,Mililani Golf Course,TRUE,R-7.5 Residential District,TRUE
95015037,R-7.5,0.0016422304046596,NA,Mililani Golf Course,TRUE,R-7.5 Residential District,TRUE
95015007,R-7.5,0.0015278314598611636,NA,Mililani Golf Course,TRUE,R-7.5 Residential District,TRUE
95015046,R-7.5,0.0012599899295325397,NA,Mililani Golf Course,TRUE,R-7.5 Residential District,TRUE
43010063,R-7.5,9.264645523758678e-4,NA,Unknown,TRUE,R-7.5 Residential District,TRUE
18010054,R-7.5,9.262396344244787e-4,NA,Oʻahu Country Club,TRUE,R-7.5 Residential District,TRUE
35058028,R-7.5,9.1931835255109e-4,NA,Waiʻalae Country Club,TRUE,R-7.5 Residential District,TRUE
42054053,R-7.5,9.102501191796421e-4,NA,Unknown,TRUE,R-7.5 Residential District,TRUE
11066016,R-7.5,7.831066974326215e-4,NA,Honolulu Country Club,TRUE,R-7.5 Residential District,TRUE
95015020,R-7.5,2.1990369528038372e-4,NA,Mililani Golf Course,TRUE,R-7.5 Residential District,TRUE
11066012,R-7.5,1.6951914288448254e-4,NA,Honolulu Country Club,TRUE,R-7.5 Residential District,TRUE
56003059,Resort,34.00646191523371,75.208,Kulima Golf Course,TRUE,Resort District,TRUE
57001050,Resort,29.458517549882405,33.065,Kulima Golf Course,TRUE,Resort District,TRUE
56003056,Resort,29.274628198421414,29.326,Kulima Golf Course,TRUE,Resort District,TRUE
57001044,Resort,13.830062281203782,28.67,Kulima Golf Course,TRUE,Resort District,TRUE
57001048,Resort,7.185065504217794,22.926,Kulima Golf Course,TRUE,Resort District,TRUE
57006029,Resort,7.182484468465829,9.765,Kulima Golf Course,TRUE,Resort District,TRUE
91134070,Resort,7.102666274944694,7.182,Hoakalei Country Club,TRUE,Resort District,TRUE
84002054,Resort,2.5604476397201035,32.775,Makaha Valley Country Club,TRUE,Resort District,TRUE
57006027,Resort,0.7275561133553166,21.104,Kulima Golf Course,TRUE,Resort District,TRUE
57001046,Resort,0.4871515567232214,29.097,Kulima Golf Course,TRUE,Resort District,TRUE
91134071,Resort,0.25372358601753886,0.276,Hoakalei Country Club,TRUE,Resort District,TRUE
