year,state_abbr,county_clean,measure_type,value_numeric
2022,MO,Pettis County,Total Ag Land (Incl Buildings),4906
2022,MO,Phelps County,Total Ag Land (Incl Buildings),3912
2022,MO,Polk County,Total Ag Land (Incl Buildings),3857
2022,MO,Pulaski County,Total Ag Land (Incl Buildings),3020
2022,MO,Saline County,Total Ag Land (Incl Buildings),6325
2022,MO,Crawford County,Total Ag Land (Incl Buildings),2882
2022,MO,Franklin County,Total Ag Land (Incl Buildings),5647
2022,MO,Gasconade County,Total Ag Land (Incl Buildings),3826
2022,MO,Jefferson County,Total Ag Land (Incl Buildings),5915
2022,MO,Lincoln County,Total Ag Land (Incl Buildings),5019
2022,MO,Montgomery County,Total Ag Land (Incl Buildings),5802
2022,MO,Perry County,Total Ag Land (Incl Buildings),4388
2022,MO,St Charles County,Total Ag Land (Incl Buildings),6162
2022,MO,St Francois County,Total Ag Land (Incl Buildings),5052
2022,MO,St Louis County,Total Ag Land (Incl Buildings),10928
2022,MO,Ste Genevieve County,Total Ag Land (Incl Buildings),4393
2022,MO,Warren County,Total Ag Land (Incl Buildings),5779
2022,MO,Washington County,Total Ag Land (Incl Buildings),2926
2022,MO,Adair County,Total Ag Land (Incl Buildings),4098
2022,MO,Carroll County,Total Ag Land (Incl Buildings),5366
2022,MO,Chariton County,Total Ag Land (Incl Buildings),4955
2022,MO,Grundy County,Total Ag Land (Incl Buildings),4305
2022,MO,Linn County,Total Ag Land (Incl Buildings),4261
2022,MO,Livingston County,Total Ag Land (Incl Buildings),4690
2022,MO,Macon County,Total Ag Land (Incl Buildings),4026
2022,MO,Mercer County,Total Ag Land (Incl Buildings),3903
2022,MO,Putnam County,Total Ag Land (Incl Buildings),3789
2022,MO,Randolph County,Total Ag Land (Incl Buildings),4578
2022,MO,Schuyler County,Total Ag Land (Incl Buildings),4152
2022,MO,Sullivan County,Total Ag Land (Incl Buildings),3213
2022,MO,Audrain County,Total Ag Land (Incl Buildings),6387
2022,MO,Clark County,Total Ag Land (Incl Buildings),4859
2022,MO,Knox County,Total Ag Land (Incl Buildings),4706
2022,MO,Lewis County,Total Ag Land (Incl Buildings),4861
2022,MO,Marion County,Total Ag Land (Incl Buildings),6203
2022,MO,Monroe County,Total Ag Land (Incl Buildings),5186
2022,MO,Pike County,Total Ag Land (Incl Buildings),4561
2022,MO,Ralls County,Total Ag Land (Incl Buildings),5816
2022,MO,Scotland County,Total Ag Land (Incl Buildings),5438
2022,MO,Shelby County,Total Ag Land (Incl Buildings),6127
2022,MO,Andrew County,Total Ag Land (Incl Buildings),5070
2022,MO,Atchison County,Total Ag Land (Incl Buildings),6221
2022,MO,Buchanan County,Total Ag Land (Incl Buildings),5382
2022,MO,Caldwell County,Total Ag Land (Incl Buildings),4467
2022,MO,Clay County,Total Ag Land (Incl Buildings),6629
2022,MO,Clinton County,Total Ag Land (Incl Buildings),5692
2022,MO,Daviess County,Total Ag Land (Incl Buildings),4517
2022,MO,De Kalb County,Total Ag Land (Incl Buildings),4456
2022,MO,Gentry County,Total Ag Land (Incl Buildings),4448
2022,MO,Harrison County,Total Ag Land (Incl Buildings),3799
2022,MO,Holt County,Total Ag Land (Incl Buildings),5713
2022,MO,Nodaway County,Total Ag Land (Incl Buildings),5499
2022,MO,Platte County,Total Ag Land (Incl Buildings),5713
2022,MO,Ray County,Total Ag Land (Incl Buildings),5276
2022,MO,Worth County,Total Ag Land (Incl Buildings),3888
2022,MO,Bollinger County,Total Ag Land (Incl Buildings),3609
2022,MO,Carter County,Total Ag Land (Incl Buildings),2342
2022,MO,Dent County,Total Ag Land (Incl Buildings),2920
