cbsa_code,county,state,loan_limit,longitude,latitude
46700,Solano County,CA,832750,-121.9027,38.29
99999,Siskiyou County,CA,832750,-122.5449,41.5027
99999,Sierra County,CA,832750,-120.5103,39.5877
39820,Shasta County,CA,832750,-122.0189,40.7366
44700,San Joaquin County,CA,832750,-121.2517,37.8911
40140,San Bernardino County,CA,832750,-116.1156,34.8464
40900,Sacramento County,CA,832750,-121.2729,38.3836
40140,Riverside County,CA,832750,-116.0203,33.754
99999,Plumas County,CA,832750,-120.8054,40.0231
40900,Placer County,CA,832750,-120.7424,39.0148
46020,Nevada County,CA,832750,-121.01,39.2666
99999,Mono County,CA,832750,-119.0359,38.0906
99999,Modoc County,CA,832750,-120.7237,41.5924
32900,Merced County,CA,832750,-120.609,37.1882
46380,Mendocino County,CA,832750,-123.4391,39.3833
99999,Mariposa County,CA,832750,-119.9593,37.5466
23420,Madera County,CA,832750,-119.6358,37.2724
45000,Lassen County,CA,832750,-120.6616,40.4545
17340,Lake County,CA,832750,-122.7929,39.1258
25260,Kings County,CA,832750,-119.7718,36.1391
12540,Kern County,CA,832750,-118.7204,35.3032
13860,Inyo County,CA,832750,-117.5174,36.6305
20940,Imperial County,CA,832750,-115.3605,33.0271
21700,Humboldt County,CA,832750,-123.8951,40.7376
99999,Glenn County,CA,832750,-122.4405,39.5921
23420,Fresno County,CA,832750,-119.6373,36.7515
40900,El Dorado County,CA,832750,-120.5254,38.7852
18860,Del Norte County,CA,832750,-123.9049,41.6916
99999,Colusa County,CA,832750,-122.2067,39.1694
99999,Calaveras County,CA,832750,-120.6567,38.1718
17020,Butte County,CA,832750,-121.5788,39.7252
99999,Amador County,CA,832750,-120.7334,38.4637
23820,Alpine County,CA,832750,-119.8446,38.6305
40780,Yell County,AR,832750,-93.4052,35.0309
99999,Woodruff County,AR,832750,-91.2326,35.1797
42620,White County,AR,832750,-91.7628,35.2732
22220,Washington County,AR,832750,-94.2401,35.9952
99999,Van Buren County,AR,832750,-92.5285,35.5767
20980,Union County,AR,832750,-92.5813,33.1979
99999,Stone County,AR,832750,-92.2199,35.9192
22620,St. Francis County,AR,832750,-90.7238,35.0082
99999,Sharp County,AR,832750,-91.5126,36.1977
99999,Sevier County,AR,832750,-94.2701,33.9723
22900,Sebastian County,AR,832750,-94.2342,35.1908
99999,Searcy County,AR,832750,-92.6797,35.9134
99999,Scott County,AR,832750,-94.0785,34.8835
30780,Saline County,AR,832750,-92.6621,34.6353
99999,Randolph County,AR,832750,-91.005,36.3067
30780,Pulaski County,AR,832750,-92.3139,34.7548
99999,Prairie County,AR,832750,-91.5346,34.7916
40780,Pope County,AR,832750,-93.0741,35.4305
99999,Polk County,AR,832750,-94.1985,34.4578
27860,Poinsett County,AR,832750,-90.6628,35.5727
99999,Pike County,AR,832750,-93.6329,34.1469
99999,Phillips County,AR,832750,-90.8232,34.3824
30780,Perry County,AR,832750,-92.881,34.9429
15780,Ouachita County,AR,832750,-92.9107,33.5896
25460,Newton County,AR,832750,-93.2148,35.9251
99999,Nevada County,AR,832750,-93.2912,33.7056
99999,Montgomery County,AR,832750,-93.6686,34.5437
99999,Monroe County,AR,832750,-91.2128,34.6711
14180,Mississippi County,AR,832750,-90.1216,35.6977
45500,Miller County,AR,832750,-93.8695,33.3159
99999,Marion County,AR,832750,-92.7095,36.2812
22220,Madison County,AR,832750,-93.6975,36.0208
30780,Lonoke County,AR,832750,-91.8876,34.7777
99999,Logan County,AR,832750,-93.6541,35.2226
45500,Little River County,AR,832750,-94.2264,33.7397
99999,Lincoln County,AR,832750,-91.7095,33.9818
99999,Lee County,AR,832750,-90.823,34.7694
99999,Lawrence County,AR,832750,-91.0867,36.0701
99999,Lafayette County,AR,832750,-93.5929,33.2538
99999,Johnson County,AR,832750,-93.4628,35.5483
38220,Jefferson County,AR,832750,-91.9612,34.2766
99999,Jackson County,AR,832750,-91.2038,35.6224
99999,Izard County,AR,832750,-91.8977,36.0656
12900,Independence County,AR,832750,-91.5822,35.735
99999,Howard County,AR,832750,-93.9546,34.0525
31680,Hot Spring County,AR,832750,-93.0135,34.3241
99999,Hempstead County,AR,832750,-93.7147,33.7433
37500,Greene County,AR,832750,-90.5266,36.1166
30780,Grant County,AR,832750,-92.4422,34.2718
26300,Garland County,AR,832750,-93.1061,34.5809
99999,Fulton County,AR,832750,-91.8038,36.3698
99999,Franklin County,AR,832750,-93.8748,35.4872
30780,Faulkner County,AR,832750,-92.3337,35.1076
99999,Drew County,AR,832750,-91.7146,33.5851
99999,Desha County,AR,832750,-91.3035,33.8197
99999,Dallas County,AR,832750,-92.7174,33.976
99999,Cross County,AR,832750,-90.7719,35.3175
32820,Crittenden County,AR,832750,-90.2329,35.1383
22900,Crawford County,AR,832750,-94.242,35.5652
27860,Craighead County,AR,832750,-90.6602,35.8474
99999,Conway County,AR,832750,-92.6763,35.2674
31620,Columbia County,AR,832750,-93.2328,33.2362
38220,Cleveland County,AR,832750,-92.184,33.8844
99999,Cleburne County,AR,832750,-92.0212,35.536
99999,Clay County,AR,832750,-90.4135,36.3498
11660,Clark County,AR,832750,-93.1614,34.056
99999,Chicot County,AR,832750,-91.295,33.2843
99999,Carroll County,AR,832750,-93.5564,36.3108
15780,Calhoun County,AR,832750,-92.5485,33.5364
99999,Bradley County,AR,832750,-92.1667,33.4342
25460,Boone County,AR,832750,-93.0935,36.303
22220,Benton County,AR,832750,-94.2275,36.2992
34260,Baxter County,AR,832750,-92.3172,36.233
99999,Ashley County,AR,832750,-91.7957,33.2027
99999,Arkansas County,AR,832750,-91.3876,34.2533
49740,Yuma County,AZ,832750,-113.9364,32.7539
39150,Yavapai County,AZ,832750,-112.4429,34.7064
35700,Santa Cruz County,AZ,832750,-110.812,31.5332
38060,Pinal County,AZ,832750,-111.4931,32.9849
46060,Pima County,AZ,832750,-111.7806,31.9681
43320,Navajo County,AZ,832750,-110.2972,35.3134
29420,Mohave County,AZ,832750,-113.9958,35.6177
38060,Maricopa County,AZ,832750,-112.7681,33.2798
99999,La Paz County,AZ,832750,-113.9329,33.6724
99999,Greenlee County,AZ,832750,-109.2714,33.1001
40940,Graham County,AZ,832750,-109.958,33.0361
37740,Gila County,AZ,832750,-110.685,33.7446
22380,Coconino County,AZ,832750,-112.0424,35.6465
43420,Cochise County,AZ,832750,-109.7497,31.8901
99999,Apache County,AZ,832750,-109.4451,35.3025
99999,Winston County,AL,832750,-87.3736,34.151
99999,Wilcox County,AL,832750,-87.4009,32.0483
99999,Washington County,AL,832750,-88.1879,31.4071
13820,Walker County,AL,832750,-87.2766,33.7599
46220,Tuscaloosa County,AL,832750,-87.5001,33.3076
10760,Tallapoosa County,AL,832750,-85.7978,32.8004
45180,Talladega County,AL,832750,-86.1457,33.402
99999,Sumter County,AL,832750,-88.2171,32.6525
13820,St. Clair County,AL,832750,-86.3647,33.6907
13820,Shelby County,AL,832750,-86.6796,33.2829
17980,Russell County,AL,832750,-85.1791,32.2863
99999,Randolph County,AL,832750,-85.4599,33.3006
45980,Pike County,AL,832750,-85.9279,31.8394
46220,Pickens County,AL,832750,-88.0727,33.2663
99999,Perry County,AL,832750,-87.2881,32.5916
19460,Morgan County,AL,832750,-86.834,34.4947
33860,Montgomery County,AL,832750,-86.2039,32.2329
99999,Monroe County,AL,832750,-87.3817,31.5303
33660,Mobile County,AL,832750,-88.2172,30.7466
10700,Marshall County,AL,832750,-86.3454,34.3531
99999,Marion County,AL,832750,-87.918,34.1214
99999,Marengo County,AL,832750,-87.7608,32.269
26620,Madison County,AL,832750,-86.5722,34.7333
12220,Macon County,AL,832750,-85.7275,32.4142
33860,Lowndes County,AL,832750,-86.6581,32.1852
26620,Limestone County,AL,832750,-87.0313,34.7752
12220,Lee County,AL,832750,-85.3621,32.5787
19460,Lawrence County,AL,832750,-87.3181,34.5516
22520,Lauderdale County,AL,832750,-87.5844,34.87
99999,Lamar County,AL,832750,-88.0966,33.7932
13820,Jefferson County,AL,832750,-86.8602,33.5455
42460,Jackson County,AL,832750,-86.0339,34.7224
20020,Houston County,AL,832750,-85.2809,31.1562
20020,Henry County,AL,832750,-85.2284,31.5417
46220,Hale County,AL,832750,-87.6382,32.7441
46220,Greene County,AL,832750,-88.0005,32.8362
20020,Geneva County,AL,832750,-85.839,31.0954
40770,Franklin County,AL,832750,-87.844,34.4509
99999,Fayette County,AL,832750,-87.7385,33.7201
23460,Etowah County,AL,832750,-86.0433,34.0211
99999,Escambia County,AL,832750,-87.158,31.1268
33860,Elmore County,AL,832750,-86.1519,32.5877
22840,Dekalb County,AL,832750,-85.7226,34.5306
42820,Dallas County,AL,832750,-87.1278,32.3888
37120,Dale County,AL,832750,-85.6038,31.4079
18980,Cullman County,AL,832750,-86.9042,34.0862
99999,Crenshaw County,AL,832750,-86.2967,31.7415
99999,Covington County,AL,832750,-86.4472,31.2565
45180,Coosa County,AL,832750,-86.2616,32.9278
99999,Conecuh County,AL,832750,-86.9508,31.4682
22520,Colbert County,AL,832750,-87.5953,34.7368
21460,Coffee County,AL,832750,-85.993,31.399
99999,Cleburne County,AL,832750,-85.4945,33.7164
99999,Clay County,AL,832750,-85.8155,33.2947
99999,Clarke County,AL,832750,-87.8145,31.5888
99999,Choctaw County,AL,832750,-88.286,32.0048
13820,Chilton County,AL,832750,-86.665,32.8658
99999,Cherokee County,AL,832750,-85.6478,34.2345
29300,Chambers County,AL,832750,-85.3942,32.9225
11500,Calhoun County,AL,832750,-85.8417,33.7625
99999,Butler County,AL,832750,-86.6759,31.7404
99999,Bullock County,AL,832750,-85.7131,32.0945
13820,Blount County,AL,832750,-86.5339,34.0126
13820,Bibb County,AL,832750,-87.0967,33.0388
21640,Barbour County,AL,832750,-85.3931,31.8832
19300,Baldwin County,AL,832750,-87.7842,30.7725
33860,Autauga County,AL,832750,-86.6513,32.5081
