OBJECTID,ZONE_,SECTION_,PLAT,ZSP,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,GLOBALID,Shape__Area,Shape__Length
1437,9,2,041,92041,,,rpa,4/28/2017 1:47:26 PM,515e46d8-3355-4c3a-95c6-c60175a15921,750516.240509033,5369.69125994117
1438,9,2,016,92016,,,rpa,4/28/2017 1:47:23 PM,1b0591b4-d091-4f20-8b45-ff930c87d4cf,688669.868041992,4328.32216085683
1439,9,2,048,92048,,,rpa,4/28/2017 1:47:27 PM,d5e95ca4-3729-4ee4-8a2e-2e461ac280a5,1010482.95424652,7012.41801095191
1440,9,2,027,92027,,,rpa,4/28/2017 1:47:28 PM,6649818b-da37-42f0-b66b-b756c6109768,1281792.51422882,4673.68801707335
1441,9,2,017,92017,,,rpa,4/28/2017 1:47:28 PM,bc58de71-049f-4198-9401-988072a39f02,558476.023597717,3036.65350691105
1442,9,2,034,92034,,,rpa,4/28/2017 1:47:26 PM,0fe0f57e-8ce5-4b69-a60b-183053869652,705122.845947266,6631.62105192529
1443,9,2,035,92035,,,rpa,4/28/2017 1:47:27 PM,ecb7f3af-c080-429f-95f5-ebed0955d910,349726.051635742,6210.49781382061
1444,9,2,028,92028,,,rpa,4/28/2017 1:47:22 PM,763e8d7e-a98d-4416-a4ea-90a9a13aff8e,302037.588348389,2205.40275296524
1445,9,2,022,92022,,,rpa,4/28/2017 1:47:24 PM,5b1e463e-73be-4a05-be3b-5e9599a6041b,705657.369018555,3460.01197596426
1446,9,2,013,92013,,,rpa,4/28/2017 1:47:29 PM,7fb81dfa-7410-4957-882d-b6c2fe317914,1067016.46099091,4447.4659579697
1447,9,2,008,92008,,,rpa,4/28/2017 1:47:30 PM,400c0a81-927f-4a2f-8e08-10c0f7e037c6,1233863.48057556,4568.9684837744
1448,9,2,020,92020,,,rpa,4/28/2017 1:47:31 PM,1a4d1564-c181-48c6-b968-d4c84021be3c,1006820.72838593,4146.76548765113
1449,9,2,029,92029,,,rpa,4/28/2017 1:47:31 PM,45c26647-ed18-4668-88e1-1f0794531096,595357.548568726,5574.78292178
1450,9,2,021,92021,,,rpa,4/28/2017 1:47:32 PM,080b1c31-8a03-4851-af23-fd484acc8350,716687.302101135,4262.43745705943
1451,9,4,090,94090,,,rpa,9/12/2017 1:05:51 PM,ec692183-ee92-4d59-bfb3-ab377e5a7557,951235.739395142,4069.87794383835
1452,9,2,030,92030,,,rpa,4/28/2017 1:47:33 PM,3ef302d7-9e4f-4072-adde-7e36622b950d,379387.851455688,5434.84620826063
1453,9,2,044,92044,,,rpa,4/28/2017 1:47:33 PM,9bd6647b-16be-4064-8fa4-72703d7d971d,1106801.43977356,7363.92931586544
1454,7,1,006,71006,,,rpa,7/13/2017 8:57:53 AM,4afc43d2-5389-4e21-8f99-a8c3c2ebb66a,787269.777374268,3583.20056968715
1455,4,2,082,42082,,,rpa,7/3/2017 7:57:49 AM,25c720d2-9f61-412d-a3bb-95a04d2ac0a2,778636.120918274,4046.37305113914
1456,9,6,002,96002,,,rpa,4/28/2017 12:56:59 PM,99d15726-48bf-430f-b5b8-b073aa384b27,1815065.52650452,8300.29068211805
1457,3,5,066,35066,,,rpa,5/1/2017 10:10:17 AM,9b963b98-b31c-43cb-bed7-99fcdc494d96,772259.249076843,4559.04317905124
1458,8,4,027,84027,,,rpa,5/10/2017 7:36:17 AM,6a4a5341-b4a5-473c-b0b7-361a258913cb,339990.158721924,3424.64065971312
1459,8,4,018,84018,,,rpa,5/10/2017 7:36:17 AM,efc598b3-e280-4981-acbd-b27dc5aeb2ba,607413.909942627,3664.49488086652
1460,9,8,040,98040,,,rpa,6/22/2017 7:44:14 AM,9f2d7cea-6c49-45c1-8e5f-0a3453803c58,981940.854896545,6562.21322426441
1461,8,4,029,84029,,,rpa,5/10/2017 7:36:18 AM,553eda8c-2ef3-49ec-8fa8-23689941341d,9633099.90705872,16395.1785187145
1462,2,4,029,24029,rpa,11/8/2017 3:18:37 PM,rpa,12/20/2017 10:18:21 AM,46b0ad5b-7d28-4d2a-8b62-bba6335fe95b,653407.730461121,4422.18099603306
1463,2,5,003,25003,,,rpa,5/9/2017 10:58:04 AM,b1e59f6c-1ac1-4495-a755-a6a35fa7c2be,744209.339019775,4417.01397485255
1464,2,4,024,24024,,,rpa,5/9/2017 10:58:05 AM,7f370ac8-781c-4fc7-9693-25d5337bb705,825366.404052734,4148.0502240187
1465,8,4,022,84022,,,rpa,5/10/2017 7:36:19 AM,52b85d58-5f52-48f4-8d04-82d68415cd1f,1843060.4176178,6459.71723265375
1466,9,9,064,99064,,,rpa,5/17/2017 2:34:42 PM,9fb12f82-e827-486c-bc2e-0b92316278ea,782831.668533325,3906.83340450029
1467,9,9,003,99003,,,rpa,5/17/2017 2:34:43 PM,6f94f69d-123f-4888-95e2-cb83ef5ae484,11141435.6201553,25733.1758771454
1468,9,9,063,99063,,,rpa,5/17/2017 2:34:44 PM,f557b554-f09b-4500-9f00-8d2f1e42bde9,660903.745903015,3673.91739115829
1469,8,4,026,84026,,,rpa,5/10/2017 7:36:15 AM,d465a71b-1a76-45f7-abae-c4cbc0791743,529885.318527222,2939.08824411313
1470,8,4,023,84023,,,rpa,5/10/2017 7:36:19 AM,d03d5bc1-a4ea-48c4-a808-3e98b44565d6,1455642.99000549,5603.28153666531
1471,1,3,037,13037,,,rpa,5/23/2017 3:02:21 PM,7a0da3a9-4b56-4d5d-b8d8-9b791014c937,452563.705940247,2801.29281677804
1472,2,7,003,27003,,,rpa,1/5/2018 12:41:15 PM,39c9693d-849e-4bb3-bc23-3f98e73faa23,484683.51007843,2866.51325936672
1473,1,7,017,17017,,,rpa,5/11/2017 8:44:15 AM,05ab5cb0-7365-44f1-b88a-b23a15ae5b63,590786.84463501,3609.68166633069
1474,9,8,046,98046,,,rpa,6/22/2017 7:44:14 AM,14258d6b-3900-4f1f-aad6-1c121daef8d2,679346.789909363,3804.86997780086
1475,3,3,003,33003,,,rpa,6/30/2017 2:10:07 PM,62957daa-d0bb-4975-86ca-7bff8ed43623,790070.932693481,4137.64539064025
1476,3,3,004,33004,,,rpa,6/30/2017 2:10:07 PM,9ec151d4-598d-4b90-aec5-1683026de9cf,1175383.23243713,4408.34677741747
1477,4,6,015,46015,,,rpa,5/11/2017 1:50:34 PM,33c97e62-b904-4aa0-a530-8e012456ec39,41694697.0473022,28343.2239208611
1478,1,6,008,16008,,,rpa,5/31/2017 7:11:04 AM,ed983d4f-5384-45e7-9b65-e84f63ff0bdf,463030.713150024,3113.26794313248
1479,1,7,044,17044,,,rpa,5/31/2017 7:11:04 AM,27e38a11-22fe-4308-ba4c-0b14ff5459c0,418122.774383545,3303.94943525609
1480,1,7,042,17042,,,rpa,5/31/2017 7:11:05 AM,54e88992-2e03-4cfe-a6f7-5bc8842be02e,636580.191520691,3307.23775024128
1481,7,1,011,71011,rpa,7/7/2017 8:21:09 AM,rpa,7/17/2017 11:47:46 AM,0b69266c-af7e-41bb-8761-4aa814cad7e4,163153.026992798,3590.45974040382
1482,4,1,032,41032,,,rpa,7/21/2017 7:13:18 AM,47367ccf-1dea-4f3e-959b-602d8e0ad4a8,546896.802963257,3276.91995258565
1483,9,8,014,98014,,,rpa,7/17/2017 2:44:51 PM,08149005-0095-470a-85ab-e02e716cb2db,1273305.86818695,5075.66738147145
1484,4,2,093,42093,,,rpa,7/3/2017 7:57:49 AM,4a834fa0-db01-47dc-9370-e1609a89369f,426845.317314148,3153.61673082166
1485,4,2,077,42077,,,rpa,7/3/2017 7:57:49 AM,8c8f3d2c-2a93-4405-b891-1e495fb55aaf,1184211.79163361,4663.42273968025
1486,7,1,010,71010,,,rpa,7/13/2017 8:57:50 AM,898deb53-49dd-4f91-a93a-677eb5302954,1050008.86174011,4479.42186369659
1487,2,9,056,29056,,,rpa,7/27/2017 7:28:47 AM,c811365f-1f67-4eb8-9dd9-0353d35d7289,578124.653526306,3830.58957734022
1488,4,7,048,47048,,,rpa,7/21/2017 11:15:41 AM,7282a7db-94a8-4089-9d9a-cc2c933b2687,3479070.99803162,7701.83939319024
1489,9,1,035,91035,,,rpa,6/14/2017 1:29:48 PM,3faf0af4-b3b8-467e-9309-a1b36ba26c1b,620477.558815002,3174.1741058519
1490,7,1,007,71007,,,rpa,7/13/2017 8:57:51 AM,2838d908-a7b4-4cc7-ade9-981baa4ae8ac,929323.267669678,4047.92960077655
1491,7,5,022,75022,,,rpa,7/13/2017 8:57:52 AM,b5c41d11-1aec-4c81-9eb4-98f063c41f73,618557.7890625,4534.60079286472
1492,9,1,155,91155,,,rpa,7/24/2017 11:31:30 AM,d03dd14a-8d2d-46b3-a919-3b202eaa6e9e,582520.866020203,3334.46071791493
1493,9,1,031,91031,,,rpa,7/24/2017 11:31:35 AM,90f7429a-a391-4f71-b4c7-8d4c1930ce74,18725497.824173,18143.8896992251
1494,2,1,054,21054,,,rpa,6/26/2017 8:50:04 AM,1c96f227-deb4-4ed0-888f-a4227ceda3a9,740322.002586365,3691.19612466998
1495,9,1,135,91135,,,rpa,6/16/2017 3:23:27 PM,34ed1c1d-976d-479c-8796-8fc8d8e5c55c,568432.354904175,3293.24950513848
1496,2,4,001,24001,,,rpa,6/8/2017 11:00:59 AM,b479e82d-c375-44a7-bd44-59b6dc79b2d8,349461.890930176,2406.67140795456
1497,9,5,010,95010,,,rpa,8/24/2017 8:47:50 AM,c50a2b3e-6a94-4364-baed-7ff89a001ee7,1028450.50032043,5988.31956594368
1498,4,7,059,47059,,,rpa,7/21/2017 11:15:41 AM,a7c723b0-8953-4509-a910-981b7116435e,1564487.39646912,8553.40892528666
1499,4,7,049,47049,,,rpa,7/21/2017 11:15:41 AM,ce4ca6e2-e458-403c-b0ad-22649fec31ad,2457934.46336365,7635.06432340573
1500,2,6,014,26014,,,rpa,1/5/2018 12:41:15 PM,35048daf-4230-40de-aa68-daa7924dc1a7,480364.618026733,3196.79557153381
1501,4,7,040,47040,,,rpa,7/21/2017 11:15:42 AM,879b2c9e-1586-4227-9589-b5b302ff7ee2,4190228.00410461,11545.3707568976
1502,4,7,046,47046,,,rpa,7/21/2017 11:15:42 AM,1b6bc09f-e0a0-451e-b614-847cd3699c98,2167886.95974731,6921.42743623246
1503,4,7,026,47026,,,rpa,7/21/2017 11:15:43 AM,7297c18d-c5fb-4aac-9dcb-78bff0c3ccb6,1665401.88226318,8072.53880477219
1504,4,7,027,47027,,,rpa,7/21/2017 11:15:43 AM,79ccd4dd-1265-4258-83d4-56f032cdd49e,1736945.30169678,6636.81798761596
1505,3,2,046,32046,,,rpa,7/5/2017 1:40:00 PM,49cba5ba-1c9f-4ea1-abc6-365bae7e9be4,475397.801139832,2795.06996492676
1506,9,7,010,97010,,,rpa,7/11/2017 7:52:36 AM,93a7533a-e6fd-465e-a63c-39ce34144da2,658711.747581482,4182.25697906763
1507,6,2,001,62001,,,rpa,6/14/2017 3:26:01 PM,035d6bf4-7a9d-40c5-8608-6f2f09280595,5379611.78987122,14493.4293831578
1508,7,3,006,73006,,,rpa,7/18/2017 7:54:39 AM,54f065dd-aac0-4c8a-a2c7-aca4eed92326,720497.359680176,4431.39085641427
1509,7,4,009,74009,,,rpa,7/7/2017 8:21:07 AM,d9744343-4cc9-4dc5-9f79-75186c4e9921,739120.608856201,3674.96769054536
1510,7,5,005,75005,,,rpa,7/7/2017 8:21:09 AM,842b8e1e-345b-47bf-8af5-f0b29442e076,449357.270980835,3522.56847790076
1511,7,1,004,71004,,,rpa,7/13/2017 8:57:52 AM,8465128d-10cb-4521-813f-f6e340647340,359925.000213623,2897.13604959263
1512,7,5,013,75013,,,rpa,7/13/2017 8:57:53 AM,3bc6c61d-a938-4394-a2be-5b0ea011a66d,503417.780044556,3103.4229490508
1513,2,4,028,24028,,,rpa,11/27/2017 10:05:11 AM,7e08b563-9f0b-4ae1-8321-3563636d0884,523094.922454834,3654.94162004589
1514,4,2,020,42020,,,rpa,6/14/2017 7:53:25 AM,b520f13a-eb64-4abe-960d-5f32c588dac1,1152778.62791443,5207.9254649055
1515,7,1,003,71003,,,rpa,7/13/2017 8:57:52 AM,2c15bd07-020a-4b74-8090-af3a7a50cc91,999908.073730469,4146.08980319463
1516,9,4,087,94087,,,rpa,9/12/2017 1:05:50 PM,2689605f-246d-444c-b400-28572fe522f3,963587.48588562,4587.5932304365
1517,9,4,147,94147,,,rpa,6/19/2017 10:07:43 AM,0adddaf1-084b-44b8-9f22-c67c6f38fa79,635273.833702087,9549.70498929587
1518,3,5,029,35029,,,rpa,9/11/2017 2:18:42 PM,e2bf561e-5997-4306-a9ea-a5dd56385c49,664216.676654816,3416.63923917998
1519,9,4,089,94089,,,rpa,9/12/2017 1:05:50 PM,f72ee87b-dffe-4754-8e2c-23bef332e305,612176.735534668,3960.69822443805
1520,7,1,005,71005,,,rpa,7/13/2017 8:57:51 AM,4b366ff2-9b20-43ae-8f75-253df7f6b7b5,774594.499023438,5348.17980748156
1521,9,4,110,94110,,,rpa,9/12/2017 1:05:51 PM,550cbb37-b29a-474e-9c6e-5a9e363b66eb,928735.405090332,5349.72843199296
1522,9,4,093,94093,,,rpa,9/12/2017 1:05:51 PM,784ed07c-ad9f-4326-93fb-b6b935aee6af,641548.594772339,3852.89376607416
1523,9,7,028,97028,,,rpa,7/28/2017 12:06:19 PM,1fb700d7-ea6c-4522-b9cc-3b991f053c35,983377.000167847,4406.46502531921
1524,9,5,041,95041,,,rpa,9/12/2017 1:05:50 PM,7f0f0b2a-824e-454f-9afb-cbeb7b1eb90a,1079475.08486938,10185.5540394377
1525,1,1,001,11001,,,rpa,9/13/2017 12:15:40 PM,edbe4b50-73d4-4248-bae5-d9bd1ec37838,13211668.3105621,22323.8284390057
1526,3,8,015,38015,,,rpa,9/12/2017 3:11:47 PM,3d5feed6-0778-469b-a6ff-6829d6998ffc,514864.849258423,3004.34044986481
1527,9,4,032,94032,,,rpa,8/15/2017 12:08:44 PM,86fda5db-ac7c-424c-a04c-10f70eb5f783,929983.407897949,3868.9871382034
1528,9,7,062,97062,,,rpa,2/15/2018 7:43:14 AM,08c49ade-486c-420d-9397-aa0e60d33523,1206075.43286133,5270.53317838188
1529,3,6,024,36024,,,rpa,9/12/2017 2:18:44 PM,c4bc076b-4693-4c21-ae6a-ab8ed2ece433,874584.045227051,4788.43920875189
1530,1,2,025,12025,,,rpa,9/13/2017 12:15:40 PM,424f7dfb-3118-4865-a23a-274ec11c0d16,7431323.75045013,12767.4350185077
1531,4,2,081,42081,,,rpa,9/15/2017 8:36:13 AM,35ddea1a-281e-4add-83d0-74ed2bb269a7,287546.406555176,2311.60430187727
1532,3,5,012,35012,,,rpa,9/12/2017 1:46:39 PM,1a0f9e50-5aa0-4322-a052-88d3d7c394cb,644758.51638031,4738.07592278532
1533,1,8,017,18017,,,rpa,7/31/2018 8:24:33 AM,496af3ef-5158-4be6-ac71-8c39db75e0da,609794.982421875,3937.327525217
1534,1,2,023,12023,,,rpa,9/13/2017 12:15:40 PM,8231010c-74fd-4e39-a373-80e64c8cbca2,3425306.44018555,8387.97448562041
1535,2,1,026,21026,,,rpa,9/18/2017 9:05:23 AM,6363141e-15b3-4538-a155-e8f50f5aed5b,454869.915939331,2804.472815638
1536,1,7,041,17041,,,rpa,9/15/2017 12:56:14 PM,0b4f20c2-02ee-4286-9eaa-f37a0dd5f450,341364.246406555,2522.86326852383
1537,1,8,020,18020,,,rpa,9/15/2017 12:56:13 PM,6808f067-3ee9-462b-9af4-95ebba88b937,679904.17791748,4068.77613688841
1538,2,2,006,22006,,,rpa,9/18/2017 10:24:21 AM,38004d6b-58df-4da3-a636-5725b1ccd424,521380.337814331,5343.48200484288
1539,2,8,007,28007,,,rpa,8/24/2017 7:52:18 AM,5bb42b70-45cf-4f5b-9c92-68fbaa3356f4,535366.111022949,3687.66303420984
1540,9,7,017,97017,,,rpa,7/28/2017 12:06:19 PM,abf8efbf-8569-412c-9ab9-e4ccc97442b6,587800.710861206,3515.24750911487
1541,9,4,149,94149,,,rpa,8/15/2017 7:12:22 AM,588ec018-ed24-4316-8312-eb61e4a7e7d2,700532.260932922,3706.30073375227
1542,9,7,054,97054,,,rpa,2/15/2018 7:43:15 AM,3d5c487a-7793-43e8-91fb-44f156fdc172,798651.87109375,3708.8196471435
1543,9,5,021,95021,,,rpa,8/24/2017 9:04:09 AM,dcbeddf6-dcb8-401c-bb75-f5eacddfc1c7,2104483.06434631,9802.95251113108
1544,9,4,162,94162,,,rpa,8/15/2017 3:07:13 PM,56488b47-717e-49dc-995b-156fd5c64822,650619.100326538,3669.5647461462
1545,9,4,027,94027,,,rpa,8/15/2017 3:07:17 PM,3ec76500-f19e-4df5-99b8-5ba79a199226,1255506.53781128,4850.96614410892
1546,8,9,011,89011,,,rpa,11/1/2017 3:32:53 PM,bf0b923e-e450-48ab-bc2c-fc40be5131d7,520642.68271637,5019.70422968524
1547,9,4,150,94150,,,rpa,8/10/2017 9:16:13 AM,b2dd9c37-b9ae-4a21-bac6-bfbd3289d728,413039.713104248,3077.86030048526
1548,5,4,002,54002,,,rpa,8/17/2017 7:27:42 AM,4288038c-53a0-4d31-af3a-cb011ab72fa2,843548.670181274,5858.76373742732
1549,5,4,015,54015,,,rpa,8/17/2017 7:27:41 AM,eee350ed-4eeb-4488-9be3-bbf4c7e53ccf,689162.843551636,3387.22638185065
1550,5,4,016,54016,,,rpa,8/17/2017 7:27:42 AM,f3692802-09a4-4106-9dee-e2cfa8c60afc,734897.780944824,3787.55622079428
1551,9,4,132,94132,,,rpa,8/15/2017 7:12:30 AM,9cb13dad-81d1-489b-b2f0-a9f50a23a7bc,786443.345794678,4042.91631197068
1552,9,4,160,94160,,,rpa,8/15/2017 7:12:30 AM,9491bb78-8a79-4fd1-9d0c-543abd9e1fdc,1519597.36009979,6423.5178602429
1553,9,9,043,99043,,,rpa,8/24/2017 1:49:36 PM,887d1ec9-60bb-4cf3-8aa5-cd94d6096b55,422218.007865906,3089.01203775834
1554,5,6,010,56010,,,rpa,8/3/2017 6:55:58 AM,d45a16b0-0a9a-41d3-908d-0c5534329036,1474662.84899902,4945.80009229445
1555,9,1,067,91067,,,rpa,8/3/2017 8:37:42 AM,1c1f2756-83a0-4010-a5de-dce1669f88ec,880605.846801758,4879.18721090776
1556,7,5,026,75026,,,rpa,9/19/2018 9:05:28 AM,4db8b73f-259c-4c19-8160-4bcc2df18d38,648258.572387695,4054.51152483941
1557,4,4,023,44023,rpa,6/12/2014 1:54:30 PM,rpa,8/3/2017 8:05:12 AM,a6fe2e39-a98f-4d58-8ac9-9c9fa3f0aad2,760520.349395752,6715.1797995372
1558,9,1,065,91065,,,rpa,8/3/2017 8:38:02 AM,0874a9bf-7357-4ffe-93cb-43115c5a2a4b,1038012.27052307,4813.63784865364
1559,4,1,009,41009,,,rpa,8/3/2017 7:44:26 AM,28bd6742-e702-47d9-bace-7aa15b96ada7,8882264.01425934,25735.9006283196
1560,5,4,017,54017,,,rpa,9/7/2017 2:43:54 PM,3f657b0e-745e-477b-919e-1b3bda1dca2d,334359.853012085,3074.14847879099
1561,9,9,040,99040,,,rpa,10/5/2017 1:48:18 PM,28f9be55-702d-499e-a53c-79666cc1b265,774413.623191833,3636.77326679802
1562,1,1,073,11073,,,rpa,5/17/2018 10:11:44 AM,fd5b6017-079f-4d9d-910d-2c30764084f1,950475.272361755,5098.40453313164
1563,9,4,133,94133,,,rpa,8/15/2017 3:07:16 PM,d2c6d6a7-8b0a-49bb-821a-f209e7c8859d,1180346.8547287,4744.74247993909
1564,8,6,008,86008,,,rpa,10/10/2017 2:31:38 PM,214c5f3d-2871-4214-9142-20c1e9d00550,4268410.1060791,8465.38679184649
1565,8,6,010,86010,,,rpa,10/10/2017 2:31:38 PM,974f9a7e-3044-4ccd-aa5a-9dd0d520add6,3314383.34571838,7356.55697692499
1566,1,3,036,13036,,,rpa,9/11/2017 10:44:45 AM,729dab75-9a03-47ea-86d9-460de05c7274,719546.986061096,3651.43947285216
1567,9,4,035,94035,,,rpa,8/15/2017 3:07:17 PM,54ebf6d4-c7b1-4be6-9960-ac4fce82811b,803505.73664856,5485.01450864353
1568,9,4,135,94135,,,rpa,8/15/2017 3:07:14 PM,d9859b92-7d2a-4620-b7f8-bc31d037c36e,831239.893112183,3980.59558226062
1569,9,5,036,95036,,,rpa,8/17/2017 9:03:54 AM,594f8950-95c4-4006-a055-b04f71e9fc54,723348.966796875,4513.13012252608
1570,9,4,155,94155,,,rpa,8/15/2017 7:12:23 AM,1ff41fea-16d4-4078-8f57-9dd120af9794,916371.122268677,4082.45075724592
1571,9,5,043,95043,,,rpa,8/17/2017 9:03:54 AM,140b3a04-53f5-4034-bad3-c8d51fd6ac4a,558995.929031372,5289.0896722563
1572,9,5,089,95089,,,rpa,8/17/2017 9:03:56 AM,7a27354f-ccde-476c-9f6c-c6b2b8735bf1,359221.31237793,3663.9097651752
1573,4,3,043,43043,,,rpa,9/11/2018 8:13:06 AM,f932ded0-9cf0-494e-91c0-a6f777078c66,530492.618255615,2935.03102976159
1574,9,4,152,94152,,,rpa,8/15/2017 7:12:23 AM,c90fe656-36f2-4243-aaa5-a6657df8eaa1,605013.128143311,4198.1066831342
1575,4,4,027,44027,,,rpa,8/3/2017 8:11:49 AM,88be965f-4311-4e89-aa9f-4067c735bb2b,746663.368881226,4056.91197424708
1576,4,4,026,44026,,,rpa,8/3/2017 8:14:45 AM,055bd604-fad3-4929-bfcb-e1b35bbbb1b8,920740.094177246,5280.33642342722
1577,9,4,168,94168,,,rpa,8/15/2017 7:12:25 AM,c5cbe132-df64-4988-9f19-2df3c1178d56,786144.836959839,3712.13106725939
1578,9,4,107,94107,,,rpa,8/15/2017 7:12:25 AM,d34d6e37-95ad-4071-97ec-720ee7741f48,2402977.31595612,7834.94779835749
1579,9,4,163,94163,,,rpa,8/15/2017 7:12:23 AM,8d9bbed4-3cce-474d-a1d4-ed22cc9377ea,855654.282905579,5840.02512675616
1580,9,4,074,94074,,,rpa,8/15/2017 7:12:24 AM,e8788cf5-007a-49e3-8db2-37c76a189eda,845542.960845947,4081.61903030991
1581,9,4,171,94171,,,rpa,8/15/2017 7:12:25 AM,c32b96c9-2bf1-49a1-aebb-820af4d183bf,624921.234848022,3674.76925930158
1582,9,4,137,94137,,,rpa,8/15/2017 7:12:26 AM,bcb737a7-0ad5-4f35-8d90-d1a05e642eab,1277120.60969543,5335.95497070767
1583,9,4,154,94154,,,rpa,8/15/2017 7:12:27 AM,e92d2f04-d264-4ba5-be98-dfaedb4e0490,409428.387619019,4702.04799157674
1584,9,5,020,95020,,,rpa,9/27/2017 7:43:49 AM,abd26f0a-e181-408e-8825-e694f86275ce,973619.059402466,4175.25396345327
1585,6,8,003,68003,,,rpa,8/11/2017 9:39:57 AM,f341d0c6-1f77-462a-955f-ee00d83a9b7a,95148486.0525818,43825.3096199518
1586,9,4,167,94167,,,rpa,8/15/2017 7:12:26 AM,bfeeafc5-5ed1-4158-9982-938766effefe,640082.753768921,3356.8369289223
1587,3,1,014,31014,,,rpa,10/23/2017 7:36:29 AM,a399bfd4-2854-4c0a-9d3e-7c9233d51166,697257.838668823,3587.75350214007
1588,9,4,156,94156,,,rpa,8/15/2017 7:12:26 AM,008472e9-e36f-47bd-bd00-b8563601b9cc,637690.310379028,8429.58964559082
1589,9,4,165,94165,,,rpa,8/15/2017 7:12:26 AM,d32eb9f5-5fd1-46aa-a65d-affda16a9bc4,419907.010101318,2833.07885088984
1590,2,8,011,28011,,,rpa,10/26/2017 1:51:40 PM,9cfc1bab-c096-497d-866a-4b2c685405e4,873446.402755737,3823.00501850795
1591,9,4,153,94153,,,rpa,8/15/2017 7:12:27 AM,0a9db76b-0fef-4296-9b2a-9bfeef445703,530989.776321411,5670.09830821541
1592,4,3,026,43026,,,rpa,9/11/2018 8:23:26 AM,06c3a4a8-4b6b-4d79-9b7c-77759213a21b,658934.9609375,3268.307104764
1593,9,4,106,94106,,,rpa,8/15/2017 7:12:29 AM,e4d51e44-6f27-4c95-80b3-1d1533dd155c,948599.429779053,4720.17942009871
1594,2,4,030,24030,,,rpa,11/22/2017 10:23:09 AM,b7748ac0-a6af-44ae-9dd8-b8f6a8b4bc68,919179.409263611,4383.87166097917
1595,9,4,157,94157,,,rpa,8/15/2017 7:12:27 AM,1f19d445-0a8a-45a2-85d4-40290a5ddee1,614597.083198547,8271.33581677218
1596,9,4,113,94113,,,rpa,8/15/2017 7:12:27 AM,efd10faf-a59c-4d9a-807b-d91c56ad9a86,829422.617835999,4362.83803200002
1597,9,4,146,94146,,,rpa,8/15/2017 7:12:28 AM,856743b6-d91f-47a2-af46-36af5c387fa8,4221111.72355652,11111.449681937
1598,4,3,025,43025,,,rpa,9/11/2018 8:23:29 AM,a2c2064f-687f-4be3-8d09-7d08f28d1ff2,656325.462890625,3251.70770266349
1599,9,4,164,94164,,,rpa,8/15/2017 7:12:28 AM,49f8f21e-c996-4edc-9051-01a4fa26e26b,215961.876876831,4288.96222212231
1600,7,3,002,73002,,,rpa,8/25/2017 8:03:05 AM,31722323-bd1e-4eff-a4f8-e06433c4ecce,928615.327072144,3862.96650847044
1601,9,1,138,91138,,,rpa,11/14/2017 11:28:23 AM,3bcc3c55-5bc2-4cee-9677-6d26e8e044d4,802271.091743469,4278.14462280202
1602,9,4,148,94148,,,rpa,8/15/2017 7:12:29 AM,e367d937-b78f-48a9-a324-304407113327,379240.459243774,2902.39916863764
1603,2,9,011,29011,,,rpa,9/26/2017 12:02:48 PM,abae190c-d2cb-48a9-8602-895783500604,563153.481315613,3139.54272933209
1604,2,9,006,29006,,,rpa,9/26/2017 12:02:49 PM,f279f751-3531-4d08-8114-ea59bdca0c02,590520.363258362,3676.10892672773
1605,2,9,015,29015,,,rpa,9/26/2017 12:02:49 PM,931aaa0d-9f68-47bb-9f70-bc16482596ee,974758.476745605,4497.66232993129
1606,2,9,009,29009,,,rpa,9/26/2017 12:02:49 PM,741e5705-2af4-4ac5-8c00-bb87d4073e15,873341.296951294,4473.8000855775
1607,2,9,008,29008,,,rpa,9/26/2017 12:02:49 PM,4c8cdc8a-45c8-423e-ae25-4f8e025677e9,788839.878707886,4017.08393018047
1608,8,5,014,85014,,,rpa,11/9/2017 7:25:44 AM,0d7e583e-10cf-495e-86b1-db9376c14003,968652.447647095,4363.87569905022
1609,8,4,020,84020,,,rpa,10/12/2017 11:19:56 AM,18873c40-5106-4064-b7ae-a8da3ca7480d,2812515.57275391,8043.66973866325
1610,9,1,117,91117,,,rpa,11/14/2017 11:28:22 AM,feb97cf0-9c6b-4a47-bb64-66ab88f9ab90,1080505.83531189,4367.0537723802
1611,5,9,028,59028,,,rpa,11/1/2017 8:00:39 AM,e08d36e6-5ac9-4d9d-8ba9-52f574a031e7,1732011.652771,7070.82706924748
1612,5,9,030,59030,,,rpa,11/1/2017 8:00:39 AM,daa699db-771c-4c8a-a3ef-c24f6ad0583a,1872061.07058716,8001.82629949432
1613,5,9,018,59018,,,rpa,11/1/2017 8:00:39 AM,7ebfb48e-bccd-485f-be68-1cbb319e4bff,2892178.39077759,7355.39925072054
1614,8,5,025,85025,,,rpa,11/9/2017 7:41:15 AM,005ee63d-8b43-46af-937b-b8bbf5945ea4,440394.677154541,3113.21859017958
1615,8,5,024,85024,,,rpa,10/12/2017 11:19:52 AM,cf2d0825-32d8-46a5-b117-84849985936d,530059.990203857,3510.27863883932
1616,9,1,131,91131,,,rpa,11/14/2017 11:28:20 AM,df202be6-caa5-4dca-826d-b17af368c865,898841.967163086,4025.0243406874
1617,8,6,019,86019,,,rpa,9/21/2017 7:58:48 AM,fb29789f-4028-47ca-9e5a-18ce54c02424,2247023.61058044,6962.65443964576
